,Original Value,Amendment Value,Commodity Type,Country of Origin,Limited Tendering Reason,Exemption,Year,Entity,Entities Rule,Limited Tendering Rule,thresholds,Commodity Rule,Exemptions Rule,Estimated Trade Coverage,Commodity
9139,13832.33,0.0,Services,CA,85,00,2017,CBSA,Yes,Unknown,No,Yes,Yes,No,"Automatic Data Processing Equipment, System Configuration - Repair"
9160,1384861.99,-18203.13,Services,CA,00,00,2017,CRA,Yes,Yes,Yes,No,Yes,No,Advertising
9164,8504.83,1310.8,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
9187,15673.1,3107.5,Services,CA,00,00,2018,VAC,Unknown,Yes,No,Yes,Yes,No,Advertising
9201,15723.72,0.0,Services,CU,85,00,2017,GAC,Yes,Unknown,No,No,Yes,No,Commercial Security Guard and Related Services
9213,10483.58,0.0,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
9237,0.0,0.0,Services,CA,87,00,2018,CEO,Yes,Unknown,No,No,Yes,No,Communication Writing and Editing Services
9243,127225.63,0.0,Goods,DK,74,00,2018,CGC,No,Unknown,Yes,Yes,Yes,No,Laboratory Equipment and Supplies
9245,21000.0,0.0,Services,CA,00,00,2017,VAC,Unknown,Yes,No,Yes,Yes,No,Events Planning and Management
9254,204328.0,0.0,Services,CA,00,00,2017,CAS,Yes,Yes,Unknown,No,Yes,No,Commercial Security Guard and Related Services
9257,158482.5,212722.5,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9264,92013.08,56556.5,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9266,22935.5,24901.38,Services,CA,00,00,2018,ESDC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9282,9040.0,4520.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,MISCELLANEOUS SPECIAL INDUSTRY MACHINERY - RENTAL
9306,15987.27,0.0,Services,CA,00,00,2018,CBSA,Yes,Yes,No,No,Yes,No,Paper Shredding Service
9322,17271.35,0.0,Services,CA,00,00,2018,CSC,Unknown,Yes,No,Unknown,Yes,No,Miscellaneous Electric Power and Distribution Equipment - Repair
9325,151160.0,261623.25,Services,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9327,22420.13,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Harassment (Investigative Services)
9333,13248.0,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Language Training Services
9338,13393.33,0.0,Services,CA,87,00,2019,CSC,Unknown,Unknown,No,Yes,Yes,No,Commercial Security Guard and Related Services
9348,98757.0,33900.0,Goods,US,00,00,2017,CNSC,Yes,Yes,No,Yes,Yes,No,ADP Software
9352,11898.84,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Plumbing Fixtures and Accessories
9362,144355.72,0.0,Goods,US,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,"Power Transmission Equipment, Miscellaneous"
9381,30058.0,0.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,No,Yes,No,Harassment (Investigative Services)
9385,10932.75,0.0,Services,CA,00,00,2019,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9397,21712.95,482.51,Goods,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,ADP Software
9409,93373.31,-35256.01,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9423,48567.24,49455.82,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
9427,0.0,0.0,Services,CA,00,00,2019,DFO,Yes,Yes,No,No,Yes,No,Buoys - Repair
9436,97450865.45,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,Yes,No,Yes,No,Operation and Maintenance Services of a Technical/Scientific Facility
9452,69178.2,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,Technical / Vocational Training
9454,11627.77,9430.62,Goods,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,"Automatic Data Processing Equipment, System Configuration"
9457,33138.95,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Passenger Motor Vehicles
9464,298699.0,0.0,Construction,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,Building Fire Protection Systems
9474,16072.04,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Refrigeration and Air Conditioning Components - Repair
9478,75176.0,0.0,Goods,CA,00,00,2017,HC,Yes,Yes,No,Yes,Yes,No,Drugs and Biologicals
9481,67093.75,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Alternative Dispute Resolution Services
9488,58731.75,-13924.76,Services,CA,00,00,2018,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9537,22356.82,0.0,Goods,CA,00,00,2017,HC,Yes,Yes,No,Yes,Yes,No,Office Furniture
9559,74963.7,28111.39,Services,CA,86,00,2018,CEO,Unknown,Unknown,No,Unknown,Yes,No,Informatics Professional Services
9583,13437.96,5471.98,Services,CA,00,00,2018,CRCC,Yes,Yes,No,No,Yes,No,Information Products
9592,35425.5,89100.5,Services,CA,00,00,2018,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9593,158482.5,22600.0,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9614,18917.1,0.0,Goods,GB,00,00,2019,DND,Yes,Yes,No,Yes,Yes,No,Hose and Flexible Tubing
9633,40447.4,0.0,Services,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,ADP Software Maintenance - Other than Microcomputer
9655,164347.2,84505.92,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9663,153205.04,68000.09,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9689,44741.92,0.0,Services,CA,87,00,2018,CEO,Yes,Unknown,No,No,Yes,No,Budget Control Systems
9698,300015.0,207920.0,Services,CA,00,00,2018,CSC,Yes,Yes,Yes,No,Yes,No,Certification and Accreditation - Emergent Care Training
9711,16100.0,0.0,Services,CA,00,00,2017,VAC,Unknown,Yes,No,Yes,Yes,No,Meeting Facilitator Services
9718,39776.0,49720.0,Services,CA,71,00,2017,OSFI,Yes,Unknown,No,Yes,Yes,No,Informatics Professional Services
9727,23064.66,0.0,Goods,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Valves, Nonpowered"
9737,22007.32,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Passenger Motor Vehicles
9738,43412.68,44112.88,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9757,423.92,13968.43,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
9776,167783.0,323713.7,Services,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9790,158482.5,212722.5,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9793,47107.44,0.0,Services,CA,71,00,2019,DND,Yes,Unknown,No,Yes,Yes,No,"Computer Services, Not Elsewhere Specified"
9812,38329.5,0.0,Construction,CA,00,00,2018,DFO,Yes,Yes,No,Yes,Yes,No,Structural Steel Work
9821,64410.0,0.0,Services,CA,00,00,2019,ATSSC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9840,15010.47,0.0,Goods,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Bakery and Cereal Products (replaced by gsin N8920Z)
9846,28815.0,0.0,Services,CA,00,00,2017,FCAC,No,Yes,No,Yes,Yes,No,Budget Control Systems
9850,79100.0,56428.24,Services,CA,00,00,2018,NSERC,Yes,Yes,No,Yes,Yes,No,Internal and External Audits (Supply Arrangement PASS)
9866,15565.9,0.0,Services,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,Sewage Treatment Equipment - Repair
9875,102777.65,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9882,40578.3,-23160.48,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
9899,39797.45,0.0,Services,CA,71,00,2018,NFB,No,Unknown,No,Yes,Yes,No,Informatics Professional Services
9900,5478.0,5676.0,Services,CA,00,00,2019,CRA,Yes,Yes,No,Yes,Yes,No,Language Training Services
9908,21610.5,0.0,Goods,CA,00,00,2017,HC,Yes,Yes,No,Yes,Yes,No,Drugs and Biologicals
9916,36148.14,0.0,Services,CA,71,00,2018,CSC,Yes,Unknown,No,Yes,Yes,No,Electrical Hardware and Supplies - Repair
9917,51060.0,0.0,Services,CA,00,00,2017,VAC,Yes,Yes,No,Yes,Yes,No,Language Training Services
9918,23328.23,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Hazardous Chemicals Removal
9928,42840.0,0.0,Services,CA,00,00,2017,CBSA,Unknown,Yes,No,Yes,Yes,No,Storage and Warehousing
9930,90795.55,92160.6,Services,CA,71,00,2018,CRA,Yes,Unknown,No,No,Yes,No,Information Products
9937,20833.36,0.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
9959,67800.0,15810.96,Services,CA,00,00,2019,CBSA,Unknown,Yes,No,Unknown,Yes,No,ADP Software Maintenance - Other than Microcomputer
9963,10860.15,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
9965,22190.18,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
9974,862914.0,0.0,Construction,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,"Highways, Roads, Railways,  Airfield Runways"
9977,18762221.0,0.0,Services,CA,00,00,2018,DND,Yes,Yes,Yes,No,Yes,No,Electricity Services
9986,45800.0,0.0,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Engineering Works, Not Elsewhere Specified"
10000,163742.8,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,No,Yes,No,"Pilot Training Services, Aircraft"
10013,169053.29,37969.19,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10019,30123.45,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Hose and Flexible Tubing - Repair
10022,4479.32,-16187.31,Construction,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
10029,14739.62,0.0,Goods,DE,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Nails, Keys and Pins"
10060,20196.0,59793.0,Services,CA,00,00,2018,CTA,Yes,Yes,No,No,Yes,No,Language Training Services
10065,12513.1,756.77,Services,CA,00,00,2019,CBSA,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
10074,24153.75,109327.5,Services,CA,00,00,2019,CNSC,Yes,Yes,No,Yes,Yes,No,Threat and Risk Assessment Services
10077,113000.0,90400.0,Services,CA,00,00,2018,TC,Yes,Yes,Unknown,No,Yes,No,Language Translation and Interpretation
10081,30200.0,0.0,Goods,CA,00,00,2017,HC,Yes,Yes,No,Yes,Yes,No,Drugs and Biologicals
10082,33055.31,71399.48,Services,CA,00,00,2017,ESDC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10084,10170.0,0.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
10103,39504.8,3954.48,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,"Information Retrieval Services, Database"
10114,49670.0,37629.0,Services,CA,00,00,2017,CIHR,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10117,34501.33,0.0,Services,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
10129,69362.29,118092.9,Services,CA,71,00,2018,CRA,Yes,Unknown,No,Yes,Yes,No,"Information Retrieval Services, Database"
10136,14587.42,0.0,Goods,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"Wallboard, Building Paper and Thermal Insulation Materials"
10156,0.0,0.0,Goods,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,"Ammunition, through 30mm"
10166,45555.78,0.0,Services,US,71,00,2017,DND,Yes,Unknown,No,No,Yes,No,Information Products
10181,11589.48,0.0,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
10198,103734.0,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10221,57816.33,22673.07,Services,CA,00,00,2017,ESDC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10229,61527.66,-17006.78,Services,CA,00,00,2017,OSGG,Yes,Yes,No,Yes,Yes,No,"Hotels, Motels and Commercial Accommodation"
10239,524325.8,0.0,Services,CA,00,00,2017,DND,Yes,Yes,Yes,No,Yes,No,"Trucks and Truck Tractors, Wheeled - Repair"
10240,83337.5,0.0,Services,CA,00,00,2017,FCAC,No,Yes,No,No,Yes,No,Audio Visual Production Services
10261,89982.5,0.0,Goods,CA,00,00,2017,VAC,Yes,Yes,No,Yes,Yes,No,Office Furniture
10304,44540.0,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Other Engineering Studies
10318,273550.4,164934.8,Services,CA,00,00,2017,DFO,Yes,Yes,Unknown,No,Yes,No,Budget Control Systems
10320,13906.2,0.0,Goods,US,00,01,2018,DND,Yes,Yes,No,Yes,Unknown,No,Ship and Marine Miscellaneous Equipment
10322,125091.0,0.0,Services,CA,00,00,2018,DFO,Yes,Yes,No,No,Yes,No,Freight and Cargo Services
10341,13870.08,25308.0,Services,HT,00,00,2018,GAC,Yes,Yes,No,Yes,Yes,No,Trash/Garbage Collection Services
10347,220350.0,0.0,Services,CA,00,00,2018,PCO,Yes,Yes,Unknown,No,Yes,No,Public Opinion Research - Quantitative & Qualitative
10349,20117.9,0.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"Generators and Generator Sets, Electrical - Repair"
10368,84750.0,144289.7,Services,CA,71,00,2018,CSC,Yes,Unknown,No,No,Yes,No,Business Training
10370,23791.02,0.0,Services,CA,00,00,2018,ESDC,Yes,Yes,No,No,Yes,No,Media Monitoring Services
10388,71393.4,-14146.47,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10390,50181.04,0.0,Services,CA,00,00,2019,DND,Yes,Yes,No,Yes,Yes,No,Electronic Modules - Repair
10399,163750.0,150000.0,Services,CA,00,00,2018,GAC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10403,24827.0,0.0,Services,CA,00,00,2018,PMPRB,Yes,Yes,No,No,Yes,No,Economic Studies / Modelling and Analysis
10406,161669.1,42940.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10419,12614.25,0.0,Goods,CA,00,00,2018,StatCan,Yes,Yes,No,Yes,Yes,No,"MAILBOXES, OTHER THAN HOME OR SHIPBOARD"
10449,23598.92,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,No,Yes,No,SAFETY AND RESCUE EQUIPMENT - INSTALLATION
10464,62496.0,48939.03,Services,CA,00,00,2018,CBSA,Yes,Yes,No,No,Yes,No,Livestock Services Except Veterinary
10465,16791.84,24154.42,Services,CA,00,00,2017,CAS,Yes,Yes,No,No,Yes,No,Commercial Security Guard and Related Services
10466,1596028.37,0.0,Services,CA,00,00,2018,CBSA,Yes,Yes,Yes,No,Yes,No,Commercial Security Guard and Related Services
10475,161227.09,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,ADP Software
10482,21878.75,0.0,Services,CA,00,00,2018,VAC,Yes,Yes,No,No,Yes,No,Language Training Services
10485,102869.39,18278.27,Services,CA,00,00,2017,OSGG,Yes,Yes,No,Yes,Yes,No,"Hotels, Motels and Commercial Accommodation"
10491,105655.0,0.0,Services,CA,00,00,2018,CRCC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10506,104651.5,53879.98,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10510,30890.87,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10526,26785.0,0.0,Goods,CA,71,00,2017,ATSSC,Yes,Unknown,No,Yes,Yes,No,ADP Software
10533,399794.0,654948.0,Services,CA,00,00,2018,CSC,Yes,Yes,Yes,No,Yes,No,General Office Help
10548,0.0,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Bolts
10570,70625.0,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10571,170797.86,0.0,Goods,CA,00,00,2017,PPSC,No,Yes,No,Yes,Yes,No,Office Furniture
10573,19740.0,0.0,Services,CA,00,00,2019,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10601,127060.46,304979.24,Goods,US,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Guns, through 30 mm, unless installed in a vehicle, aircraft, ship"
10627,103734.0,187189.02,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10647,37309.49,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
10650,31485.21,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
10657,146651.4,-54503.06,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10659,28612.31,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
10686,17560.2,7181.3,Services,CA,00,00,2018,VAC,Yes,Yes,No,No,Yes,No,Language Training Services
10712,42735.19,0.0,Services,CA,00,00,2018,FCAC,No,Yes,No,Yes,Yes,No,Budget Control Systems
10715,20507.03,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,ADP Software
10726,59444.0,452904.0,Services,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10730,136960.58,183834.78,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10806,112745.75,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Organization Development
10807,69252.0,17436.95,Services,CA,00,00,2018,DND,Unknown,Yes,No,Yes,Yes,No,"Product/Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)"
10815,432874.0,0.0,Construction,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,Construction of One and Two Dwelling Buildings
10821,76275.0,203400.0,Services,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10829,21470.0,15820.0,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,"Information Retrieval Services, Database"
10852,22420.13,0.0,Services,CA,00,00,2017,CSC,Unknown,Yes,No,Unknown,Yes,No,Services of Individuals - Except Consultants
10883,146691.13,0.0,Services,CA,00,00,2019,DND,Yes,Yes,No,Yes,Yes,No,"Cleaning and Maintenance, Janitorial"
10884,113000.0,1008610.72,Services,CA,00,00,2017,OSFI,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10901,355638.6,0.0,Construction,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
10929,57582.65,0.0,Goods,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,Passenger Motor Vehicles
10941,15238.83,0.0,Services,CA,00,00,2018,DND,Yes,Yes,No,No,Yes,No,Ship and Boat Propulsion Components - Repair
10959,91936.8,-28826.03,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
10961,0.0,0.0,Services,CA,00,00,2019,DFO,Yes,Yes,No,No,Yes,No,Buoys - Repair
10969,14749.34,0.0,Services,CA,00,00,2018,DND,Unknown,Yes,No,Unknown,Yes,No,"Pressure, Temperature and Humidity Measuring and Controlling Instruments - Repair"
10996,34200.0,0.0,Construction,CA,00,00,2018,DND,Yes,Yes,No,Yes,Yes,No,Construction of Commercial Buildings
11001,105380.34,164943.14,Services,CA,00,00,2017,DFO,Yes,Yes,No,No,Yes,No,Wind Energy Systems (R&D)
11002,8047.0,5064.77,Services,CA,00,00,2018,CBSA,Yes,Yes,No,Yes,Yes,No,"COPYING MACHINE, DIAZO PROCESS (WHITE PRINTER) - RENTAL"
11030,605366.37,87564.96,Services,CA,00,00,2017,CSPS,Yes,Yes,Yes,No,Yes,No,Computer Assisted Learning
11032,113522.63,-34298.33,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
11039,21555.14,0.0,Goods,CA,00,00,2017,VAC,Yes,Yes,No,Yes,Yes,No,Office Furniture
11053,29400.0,63000.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,Technical / Vocational Training
11060,53973.11,0.0,Services,CA,00,00,2019,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
11074,26676.51,0.0,Services,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,Environmental Site Investigation
11091,16214.75,0.0,Services,FR,85,00,2017,GAC,Yes,Unknown,No,Yes,Yes,No,Relocation Services
11115,0.0,0.0,Services,CA,71,00,2018,CRA,Yes,Unknown,No,No,Yes,No,"Cable, Cord, and Wire Assemblies, Communication Equipment - Installation"
11117,0.0,0.0,Services,CA,00,00,2019,DFO,Yes,Yes,No,No,Yes,No,Buoys - Repair
11125,13808.6,0.0,Services,CA,00,00,2018,VAC,Unknown,Yes,No,Yes,Yes,No,Advertising
11126,181930.0,249504.0,Services,CA,00,00,2018,FCAC,Yes,Yes,Unknown,No,Yes,No,Budget Control Systems
11144,20833.47,0.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,No,Yes,No,Services of Individuals - Except Consultants
11153,32598.24,-33616.93,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
11154,158482.5,212722.5,Services,CA,00,00,2018,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
11162,113001.13,451468.33,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
11164,5720.01,27562.03,Services,CA,00,00,2017,ESDC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
11176,166584.6,12692.16,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
11177,141097.95,0.0,Goods,CA,00,00,2017,DND,Yes,Yes,No,Yes,Yes,No,"Blocks, Tackle, Rigging and Slings"
11183,68648.0,33900.0,Services,CA,71,00,2019,MGERC,No,Unknown,No,Yes,Yes,No,Informatics Professional Services
11226,11212.95,0.0,Goods,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"Cameras, Motion Picture"
11239,23253.0,10836.0,Services,CA,00,00,2017,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
11245,18984.0,0.0,Services,CA,00,00,2017,GAC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
11255,79419.78,75309.64,Services,CL,00,00,2017,GAC,Yes,Yes,No,Yes,Yes,No,"Cleaning and Maintenance, Janitorial"
11260,173935.24,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,"Information Retrieval Services, Database"
11267,189162.0,91428.3,Services,CA,00,00,2017,DND,Yes,Yes,Unknown,No,Yes,No,Administrative Services
11269,15723.72,0.0,Services,CU,85,00,2017,GAC,Yes,Unknown,No,No,Yes,No,Commercial Security Guard and Related Services
11288,12921.24,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,No,Yes,Yes,No,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
11297,83055.0,0.0,Services,CA,00,00,2017,CBSA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
11299,142176.6,-153770.4,Services,CA,00,00,2017,CRA,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
11302,277415.0,0.0,Services,CA,00,00,2018,CSC,Yes,Yes,Unknown,No,Yes,No,Environmental Impact Study (R&D)
11336,166756.77,0.0,Goods,CA,00,00,2018,PCO,Yes,Yes,No,Yes,Yes,No,Office Information System Equipment
11341,27726.22,19012.27,Services,CA,00,00,2017,ESDC,Yes,Yes,No,Yes,Yes,No,Informatics Professional Services
11348,1211.84,7734.95,Services,CA,86,00,2018,CEO,Yes,Unknown,No,No,Yes,No,Business Training
11353,38402.45,46344.53,Services,CA,00,00,2017,ATSSC,Yes,Yes,No,Yes,Yes,No,"Automatic Data Processing Equipment, System Configuration - Repair"
11359,1588295.69,0.0,Services,CA,00,00,2019,ESDC,Yes,Yes,Yes,No,Yes,No,Economic Studies / Modelling and Analysis
