,procurement_id,original_value,agreement_type_code,commodity_type_code,commodity_code,limited_tendering_reason_code,document_type_code,reporting_period,owner_org_title,abbreviation,Federal Entity,Abbreviation,NAFTA,CCFTA,CCoFTA,CHFTA,CPaFTA,CPFTA,CKFTA,CUFTA,WTO-AGP,CETA,CPTPP
33621,3000603160,53351.04,CCFTA,Services,K108,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33630,3000608372,893863.62,CCFTA,Goods,7030,85,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33641,3000613854,813583.73,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33653,20160529A,90400.0,CCFTA,Goods,6640,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33661,20170224A,80800.65,CCFTA,Services,JI70,74,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33669,3000615318,176562.5,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33678,3000617668,513585.0,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33688,3000620841,141024.0,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33699,3000624455,254815.0,CCFTA,Services,R199,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33708,20170719A,73111.0,CCFTA,Goods,6640,90,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33718,3000629896,49985.55,CCFTA,Services,R019,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33749,3000666194,238153.15,CCFTA,Services,H300,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33759,3000666391,251813.02,CCFTA,Services,K101,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33770,3000665923,255380.0,CCFTA,Services,H300,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33780,3000665928,255380.0,CCFTA,Services,H300,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33790,3000665930,255380.0,CCFTA,Services,H300,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33800,3000554642,257029.8,CCFTA,Services,D302,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33810,3000665954,282500.0,CCFTA,Services,H300,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33820,3000659195,323016.15,CCFTA,Services,D302,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33830,3000665912,332220.0,CCFTA,Services,H300,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33840,3000665913,332220.0,CCFTA,Services,H300,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33850,3000665916,332220.0,CCFTA,Services,H300,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33860,3000666036,384642.89,CCFTA,Services,K105,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33870,3000665958,395500.0,CCFTA,Services,H300,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33880,3000665970,395500.0,CCFTA,Services,H300,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33890,20180426A,423256.6,CCFTA,Services,K100,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33900,3000552875,439514.96,CCFTA,Services,K108,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33910,3000536146,452000.0,CCFTA,Services,R199,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33920,3000666167,453193.65,CCFTA,Services,K101,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33931,3000484029,455503.0,CCFTA,Services,K108,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33941,3000603405,478296.0,CCFTA,Services,F029,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33951,20140189A,481965.0,CCFTA,Services,K100,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33961,3000666451,506240.0,CCFTA,Services,B002,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33971,3000665905,700000.0,CCFTA,Services,D302,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33981,20140517E,756399.4,CCFTA,Services,H300,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33991,3000613854,813583.73,CCFTA,Services,D302,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34001,3000665386,1186161.0,CCFTA,Services,D302,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34012,20180164A,1253500.0,CCFTA,Services,G009,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34022,20130313B,2222050.82,CCFTA,Services,H300,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34032,20130313A,5536914.12,CCFTA,Services,H300,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34044,3000666241,107578.53,CCFTA,Services,K101,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34051,3000665977,113000.0,CCFTA,Services,H300,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34058,3000666224,116205.49,CCFTA,Services,H300,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34065,3000633525,116955.0,CCFTA,Services,R123,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34072,3000644646,118650.0,CCFTA,Services,D302,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34079,3000647325,126000.0,CCFTA,Services,K108,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34086,3000666067,129565.8,CCFTA,Services,D302,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34093,3000653861,148706.55,CCFTA,Services,D302,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34100,3000655415,160516.5,CCFTA,Services,R201,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34108,3000657348,162720.0,CCFTA,Services,D302,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34115,3000665972,163800.28,CCFTA,Services,H300,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34122,3000629607,169048.0,CCFTA,Services,D302,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34129,3000656687,176054.0,CCFTA,Services,D302,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34137,3000666198,176460.8,CCFTA,Services,H300,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34145,3000615318,176562.5,CCFTA,Services,D302,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34153,3000621800,206225.0,CCFTA,Services,D302,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34161,3000656038,214700.0,CCFTA,Services,R109,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34169,3000666204,223186.16,CCFTA,Services,H300,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34177,3000669932,223675.0,CCFTA,Services,JX54,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34185,3000666458,226000.0,CCFTA,Services,B002,00,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34237,80001441,111867.84,CCFTA,Services,J019,71,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34244,3000557756,15515.14,CCFTA,Services,R019,74,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34255,20181161A,129292.27,CCFTA,Goods,7030,74,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34263,20181455A,163887.57,CCFTA,Goods,7030,74,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34297,20170718A,110175.0,CCFTA,Services,F010,87,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34307,S20884,496167.18,CCFTA,Goods,7020,71,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34315,20180915A,169617.89,CCFTA,Goods,6640,71,Contract,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34328,3000626801,138990.0,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34338,3000623296,158200.0,CCFTA,Services,F029,90,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34348,3000623291,207920.0,CCFTA,Services,F029,90,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34357,3000621800,206225.0,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34365,3000621513,66034.38,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34374,3000620841,141024.0,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34384,20170138A,384200.0,CCFTA,Services,B002,90,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34396,3000554455,131249.5,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34405,3000613854,813583.73,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34414,3000603405,478296.0,CCFTA,Services,F029,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34423,3000605398,26617.15,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34432,3000603636,14995.1,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34441,3000595455,149721.05,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34450,3000594342,92575.26,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34459,20140045A,2260000.0,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34469,20160119A,38994.0,CCFTA,Goods,7030,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34476,3000587397,25594.51,CCFTA,Services,R019,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34484,3000559685,114062.2,CCFTA,Services,D302,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34493,20140517G,245864.67,CCFTA,Services,H300,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34503,20140517H,259945.21,CCFTA,Services,H300,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34512,20140517D,1249900.36,CCFTA,Services,H300,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34523,20130313A,5536914.12,CCFTA,Services,H300,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34532,3000484029,455503.0,CCFTA,Services,K108,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34541,3000547227,753381.39,CCFTA,Services,G009,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34550,20140517E,756399.4,CCFTA,Services,H300,00,Amendment,2017,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34560,3000536146,452000.0,CCFTA,Services,R199,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34569,3000554642,257029.8,CCFTA,Services,D302,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34578,3000603537,78648.0,CCFTA,Services,D302,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
34587,3000605398,26617.15,CCFTA,Services,D302,00,Amendment,2018,Canadian Food Inspection Agency | Agence canadienne d'inspection des aliments,CFIA,Canadian Food Inspection Agency ,CFIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
