,Original Value,Trade Agreement Code,Commodity Type,Country of Origin,Limited Tendering Reason,Exemption,Year,Entity,Entities Rule,Limited Tendering Rule,Thresholds Rule,Commodity Rule,Exemptions Rule,Commodity
14409,14110.54,NAFTA,Services,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,ADP Software Maintenance - Other than Microcomputer
14424,13391.75,CFTA,Services,CA,87,0,2019,CSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
14425,18567.4,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
14445,14916.0,CFTA,Services,CA,0,0,2019,MGERC,Yes,Yes,No,Unknown,Yes,Consulting Services
14451,310019.76,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,Yes,No,Yes,"Pilot Training Services, Aircraft"
14464,24900.0,CFTA,Services,CA,0,0,2018,VAC,Unknown,Yes,No,Yes,Yes,Medical Advisory Services
14483,17770.0,WTO-AGP,Services,CA,0,0,2019,PMPRB,Yes,Yes,No,No,Yes,Expert Witness
14485,30353.4,NAFTA,Services,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,Language Training Services
14488,430710.0,CETA,Services,CA,0,0,2018,DND,Yes,Yes,Yes,No,Yes,Communications Security Equipment and Components - Repair
14499,7467.98,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
14507,47460.0,NAFTA,Services,CA,0,0,2019,IRB,Yes,Yes,No,No,Yes,Transcription Services
14524,100796.0,CETA,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Miscellaneous Office Machines
14539,29380.0,NAFTA,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,"WAREHOUSE TRUCKS AND TRACTORS, SELF-PROPELLED - RENTAL"
14543,39999.0,WTO-AGP,Goods,CA,0,0,2017,HC,Yes,Yes,No,Yes,Yes,Laboratory Equipment and Supplies
14564,176280.0,WTO-AGP,Services,CA,0,0,2017,CNSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
14582,11529.82,CETA,Goods,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Office Furniture
14595,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
14605,577800.94,CETA,Services,CA,71,0,2018,OSFI,Yes,Unknown,Yes,No,Yes,Library Subscriptions
14606,11270.67,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
14654,10170.0,NAFTA,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,"WAREHOUSE TRUCKS AND TRACTORS, SELF-PROPELLED - RENTAL"
14663,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
14685,176256.68,NAFTA,Services,CA,0,0,2018,CBSA,Yes,Yes,Yes,No,Yes,Transportation (R&D)
14690,82440.0,CETA,Services,CA,0,0,2019,GAC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
14692,10485.93,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
14702,44875.0,CETA,Services,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Refrigeration and Air Conditioning Components - Repair
14705,11024.82,WTO-AGP,Goods,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
14714,65404.0,NAFTA,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
14719,10395.0,NAFTA,Goods,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Kitchen Equipment and Appliances
14743,29070.0,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Language Training Services
14770,83337.5,WTO-AGP,Services,CA,0,0,2017,FCAC,No,Yes,No,No,Yes,Audio Visual Production Services
14771,90117.5,WTO-AGP,Services,CA,0,0,2017,CNSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
14776,36551.71,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,AIRCRAFT GROUND SERVICING EQUIPMENT - PRODUCTION DESIGN
14777,20291.29,NAFTA,Goods,CA,0,0,2019,DND,Yes,Yes,No,Yes,Yes,"Motors, Electrical"
14802,26534.39,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,"Vehicular Brake, Steering, Axle, Wheel and Track Components - Repair and Overhaul"
14809,12981.68,CFTA,Goods,CA,74,0,2019,CSC,Unknown,Unknown,No,Unknown,Yes,Office Furniture
14820,18796.64,NAFTA,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Middle Distillate Fuels
14854,22190.18,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
14856,46900.0,NAFTA,Construction,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Painting Work
14860,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
14889,15942.15,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
14934,32812.03,NAFTA,Services,US,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Physical Properties Testing and Inspection Equipment - Repair and Overhaul
14938,54240.0,CFTA,Services,CA,85,0,2017,GAC,Unknown,Unknown,No,Unknown,Yes,Informatics Professional Services
14956,10219.32,WTO-AGP,Services,CA,0,0,2018,CBSA,Yes,Yes,No,No,Yes,Office Furniture - Installation
14962,10860.0,NAFTA,Goods,CA,85,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
14975,16849.22,CFTA,Services,CA,87,0,2019,CSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
14982,11515.98,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
14984,11497.5,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Firefighting Equipment - Repair and Overhaul
14993,46814.25,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
15000,18184.86,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
15003,138425.01,NAFTA,Services,CA,0,0,2017,PCO,Yes,Yes,Yes,No,Yes,Public Opinion Research - Syndicated Studies
15004,16556.4,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
15023,10832.22,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,ADP Input-Output and Storage Devices
15029,17602.62,CFTA,Services,CA,0,0,2018,StatCan,Unknown,Yes,No,Unknown,Yes,"PHONOGRAPHS, RADIOS AND TELEVISION SETS, HOME TYPE - LEASING"
15044,13029.44,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Meat, Poultry and Fish (replaced by gsin N8905Z)"
15059,25000.0,NAFTA,Services,CA,0,0,2018,CNSC,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
15073,44239.5,NAFTA,Services,CA,71,0,2018,CSC,Yes,Unknown,No,Yes,Yes,"Alarm and Signal Systems, Miscellaneous - Repair, Overhaul and Maintenance"
15080,12769.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
15082,13480.13,NAFTA,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,"Tires and Tubes, Pneumatic, Except Aircraft"
15104,12973.73,CFTA,Services,CA,87,0,2018,CNSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
15106,12976.69,WTO-AGP,Services,CA,85,0,2018,CSC,Yes,Unknown,No,Yes,Yes,Consulting Services
15117,26250.25,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
15129,10156.42,WTO-AGP,Goods,CA,0,3,2017,CRA,Yes,Yes,No,Yes,Unknown,Video Recording and Reproduction Equipment
15136,2025422.74,WTO-AGP,Services,CA,71,0,2018,DND,Yes,Unknown,Yes,No,Yes,Communications Security Equipment and Components - Repair
15143,65780.0,CFTA,Services,CA,0,0,2017,DND,Unknown,Yes,No,Unknown,Yes,"Technical Engineering and Maintenance Services (TEMS) (Excludes requirements related to armament, R&D and R&O)"
15160,25568.55,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
15173,163036.38,CETA,Services,CA,0,0,2019,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
15186,12552.86,CFTA,Services,CA,87,0,2019,CSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
15187,25275.0,CETA,Services,CA,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,Refrigeration and Air Conditioning Components - Repair
15202,11300.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Freight Elevators -repair
15204,22466.03,NAFTA,Goods,CA,20,0,2018,GAC,Yes,Unknown,No,Yes,Yes,Office Furniture
15207,89302.98,WTO-AGP,Goods,CA,71,0,2018,CRA,Yes,Unknown,No,Yes,Yes,Office Furniture
15210,21132.41,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
15215,15610.94,WTO-AGP,Goods,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
15226,32205.0,CETA,Services,CA,0,0,2018,ATSSC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
15231,31361.46,WTO-AGP,Goods,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Trailers
15237,21503.91,CFTA,Services,CA,0,0,2017,VAC,Unknown,Yes,No,Yes,Yes,Advertising
15242,11116.24,WTO-AGP,Goods,CA,85,0,2017,CRCC,Yes,Unknown,No,Yes,Yes,Office Furniture
15251,156458.64,WTO-AGP,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Electric Arc Welding Equipment
15280,169053.29,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
15289,22595.39,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,No,Yes,Signage Design and Installation
15297,168567.75,NAFTA,Services,CA,0,0,2019,CAS,Yes,Yes,Yes,No,Yes,Commissionaire Services
15314,18080.45,CFTA,Services,CA,87,0,2019,CSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
15350,57068.1,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
15372,28702.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
15391,124134.42,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,No,Yes,Forms Flat Business
15401,11326.31,NAFTA,Goods,CA,71,0,2018,CSC,Yes,Unknown,No,Yes,Yes,"Hospital Furniture, Equipment, Utensils and Supplies"
15414,10365.41,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Building/Installation Special Trade Services, Not Elsewhere Specified"
15448,15362.98,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,Publications
15450,44296.0,NAFTA,Services,CA,0,0,2018,CAS,Yes,Yes,No,Yes,Yes,Corporate Membership Subscription Fees
15470,97180.0,CETA,Services,CA,0,0,2018,CBSA,Yes,Yes,No,No,Yes,Budget Control Systems
15473,11300.0,WTO-AGP,Services,CA,0,0,2019,CSC,Yes,Yes,No,No,Yes,Office Furniture - Installation
15479,36030.18,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,"Construction Material, Miscellaneous - Repair"
15486,75000.0,CFTA,Services,CA,71,0,2018,CGC,Yes,Unknown,No,Unknown,Yes,Informatics Professional Services
15507,65751.77,NAFTA,Services,BE,71,0,2018,CRTC,Yes,Unknown,No,Yes,Yes,Library Subscriptions
15512,524325.8,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,Yes,No,Yes,"Trucks and Truck Tractors, Wheeled - Repair"
15517,303650.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Construction of Commercial Buildings
15523,11440.0,WTO-AGP,Goods,CA,71,0,2019,MGERC,No,Unknown,No,Yes,Yes,ADP Software
15529,18069.0,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Other Engineering Studies
15543,113000.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Engineering Works, Not Elsewhere Specified"
15569,3799000.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Construction of Commercial Buildings
15595,14000.7,WTO-AGP,Goods,CA,0,0,2017,CRCC,Yes,Yes,No,Yes,Yes,"Automatic Data Processing Equipment, System Configuration"
15599,17910.0,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Building/Installation Special Trade Services, Not Elsewhere Specified"
15610,174532.05,WTO-AGP,Services,CA,87,0,2019,CEO,Yes,Unknown,No,Yes,Yes,Informatics Professional Services
15629,58747.5,NAFTA,Services,CA,0,0,2019,CTA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
15635,11069.6,WTO-AGP,Goods,US,71,0,2017,MGERC,No,Unknown,No,Yes,Yes,ADP Software
15638,16056.32,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
15662,79989.0,WTO-AGP,Services,CA,0,0,2018,CTA,Yes,Yes,No,No,Yes,Language Training Services
15665,166756.77,WTO-AGP,Goods,CA,0,0,2018,PCO,Yes,Yes,No,Yes,Yes,Office Information System Equipment
15682,113000.0,WTO-AGP,Services,CA,71,0,2019,DND,Yes,Unknown,No,No,Yes,Radar Technology (R&D)
15721,65634.0,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Building/Installation Special Trade Services, Not Elsewhere Specified"
15727,177459.57,WTO-AGP,Goods,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Amplifiers
15733,11148.9,WTO-AGP,Goods,CA,0,0,2019,CRA,Yes,Yes,No,Yes,Yes,"Truck, Forklift"
15743,14899.68,NAFTA,Services,EC,0,0,2018,GAC,Yes,Yes,No,Yes,Yes,"Cleaning and Maintenance, Janitorial"
15767,16117.2,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
15816,13463.95,WTO-AGP,Services,CA,0,0,2019,CSC,Yes,Yes,No,No,Yes,Office Furniture - Installation
15883,21778.61,CFTA,Services,CA,71,0,2018,DND,Unknown,Unknown,No,Unknown,Yes,ADP Software Maintenance - Other than Microcomputer
15888,2391760.0,NAFTA,Services,US,0,0,2018,DND,Yes,Yes,Yes,No,Yes,"RADAR EQUIPMENT, EXCEPT AIRBORNE, PRODUCTION DESIGN"
15954,14102.4,CFTA,Services,CA,87,0,2019,CSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
15962,82667.03,WTO-AGP,Goods,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Office Furniture
15966,17500.0,WTO-AGP,Services,CA,0,0,2018,PMPRB,Yes,Yes,No,No,Yes,Expert Witness
16004,76100.46,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,"Power Transmission Equipment, Miscellaneous - Repair"
16049,66105.0,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
16060,2853250.0,WTO-AGP,Services,CA,0,0,2018,PS,Yes,Yes,Yes,No,Yes,"Financial and Related Services, N.E.S."
16108,12203.73,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
16116,38223.13,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
16131,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
16140,17289.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
16156,57212.5,WTO-AGP,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
16160,118338.89,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
16193,57487.5,CFTA,Services,CA,86,0,2018,CEO,Unknown,Unknown,No,Unknown,Yes,Budget Control Systems
16195,24941.07,CETA,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Textile Fabrics
16200,68139.0,NAFTA,Services,CA,0,0,2018,DFO,Yes,Yes,No,No,Yes,Wind Energy Systems (R&D)
16222,41351.96,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,Paving Contractor Services (except mud jacking)
16227,188559.0,CETA,Services,CA,0,0,2018,DND,Yes,Yes,Unknown,No,Yes,"Pilot Training Services, Aircraft"
16268,15987.27,WTO-AGP,Services,CA,0,0,2018,CBSA,Yes,Yes,No,No,Yes,Paper Shredding Service
16270,150000.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Transportation and Charters
16271,70060.0,WTO-AGP,Services,CA,0,0,2018,CRA,Yes,Yes,No,No,Yes,Budget Control Systems
16288,21827.4,NAFTA,Services,CA,85,0,2018,INFC,No,Unknown,No,Yes,Yes,"Furniture, Office-Refinishing and Repair"
16323,36614.26,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Office Furniture - Installation
16332,24999.96,NAFTA,Services,CA,0,0,2017,GAC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
16339,809084.52,WTO-AGP,Services,CA,0,0,2017,DND,Yes,Yes,Yes,No,Yes,Medical Advisory Services
16358,11280.63,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Bakery and Cereal Products (replaced by gsin N8920Z)
16372,33117.19,CFTA,Services,CA,0,0,2019,CBSA,Unknown,Yes,No,Yes,Yes,Commercial Security Guard and Related Services
16376,99388.98,WTO-AGP,Goods,US,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Studs
16421,52526.26,CETA,Services,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Power and Hand Pumps - Repair
16447,158734.59,CETA,Goods,NO,86,3,2018,DND,Yes,Unknown,No,Yes,Unknown,Communications Security Equipment and Components
16456,169053.29,WTO-AGP,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
16485,31871.07,NAFTA,Services,CA,0,0,2019,CSC,Yes,Yes,No,Yes,Yes,Refrigeration and Air Conditioning Components - Repair
16488,162218.28,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
16500,13293.4,WTO-AGP,Services,CA,0,0,2017,CRCC,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
16513,217999.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Construction of Commercial Buildings
16526,27770.4,NAFTA,Services,US,71,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Food Catering Services
16529,36186.24,NAFTA,Services,CA,0,0,2018,CTA,Yes,Yes,No,Yes,Yes,"Human Resources Support Services (HRSS): Organization and Classification, Staffing and Compensation"
16551,12348.32,NAFTA,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Services of Individuals - Except Consultants
16553,106315.37,NAFTA,Services,CA,0,0,2018,OIC,Yes,Yes,Unknown,No,Yes,General Office Help
16573,14555.84,WTO-AGP,Services,CA,0,0,2017,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
16580,22638.58,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,"Fans, Air Circulators and Blower Equipment - Repair"
16588,24247.04,WTO-AGP,Goods,US,0,0,2017,CRCC,Yes,Yes,No,Yes,Yes,ADP Software
16614,102650.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Construction of Commercial Buildings
16620,53968.8,CFTA,Services,CA,0,0,2019,CBSA,Unknown,Yes,No,Unknown,Yes,ADP Software Maintenance - Other than Microcomputer
16653,10422.69,CETA,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"Armor, Personal"
16655,16983.0,NAFTA,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,Ship and Boat Propulsion Components - Repair
16693,45800.0,CFTA,Construction,CA,0,0,2018,DND,Unknown,Yes,No,Unknown,Yes,"Engineering Works, Not Elsewhere Specified"
16700,23397.41,CFTA,Services,CA,0,0,2017,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
16722,14115.02,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
16777,6619449.6,WTO-AGP,Goods,CA,0,0,2017,INFC,No,Yes,Yes,Yes,Yes,ADP Software
16784,51484.61,WTO-AGP,Services,CA,0,0,2019,CSC,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
16798,58986.0,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Business Services
16806,51694.81,WTO-AGP,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,Office Devices and Accessories
16822,10458.63,CFTA,Goods,CA,0,0,2019,CSC,Unknown,Yes,No,Unknown,Yes,Office Furniture
16838,72500.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,Construction of Commercial Buildings
16850,11152.65,NAFTA,Goods,GY,71,0,2017,GAC,Yes,Unknown,No,Yes,Yes,Air Conditioning Equipment
16860,12417.57,CETA,Goods,CA,0,0,2019,CRA,Yes,Yes,No,Yes,Yes,Stationery and Record Forms
16877,34246.23,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Passenger Motor Vehicles
16879,25000.0,NAFTA,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Meals
16902,163284.73,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Business Services / Modelling and Analysis
16903,158482.5,CETA,Services,CA,0,0,2018,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
16905,14132.91,WTO-AGP,Services,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,"PRINTING, DUPLICATING AND BOOKBINDING EQUIPMENT, LEASING"
16906,16924.32,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Chemicals
16912,93705.25,WTO-AGP,Services,CA,0,0,2017,CNSC,Yes,Yes,No,Yes,Yes,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
16941,10309.33,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Plumbing Fixtures and Accessories
16943,15820.0,WTO-AGP,Services,CA,85,0,2017,CBSA,Yes,Unknown,No,Yes,Yes,Informatics Professional Services
16950,24853.06,WTO-AGP,Services,JM,0,0,2018,DND,Yes,Yes,No,No,Yes,"Motor Passengers, Mail and Merchandise Transportation Service"
16978,119382.0,WTO-AGP,Services,CA,0,0,2018,DND,Yes,Yes,No,No,Yes,Temporary Help Services - Professional and Technical
16983,22305.15,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Refrigeration and Air Conditioning Components - Repair
17001,20382.0,WTO-AGP,Services,CA,0,0,2018,CSC,Yes,Yes,No,No,Yes,Language Training Services
17003,22600.0,CFTA,Services,CA,0,0,2017,CRA,Unknown,Yes,No,Yes,Yes,Press Service
17009,53126.95,CFTA,Construction,CA,0,0,2017,DND,Unknown,Yes,No,Unknown,Yes,Construction of Warehouses and Industrial Buildings
17032,31227.21,WTO-AGP,Services,CA,71,0,2018,CSC,Yes,Unknown,No,Yes,Yes,Electrical Hardware and Supplies - Repair
17054,11760.41,WTO-AGP,Goods,CA,0,0,2019,CRA,Yes,Yes,No,Yes,Yes,Office Furniture
17063,19260.61,WTO-AGP,Goods,CA,0,0,2018,CSC,Yes,Yes,No,Yes,Yes,Plumbing Fixtures and Accessories
17067,21696.0,WTO-AGP,Services,CA,0,0,2018,CRA,Yes,Yes,No,No,Yes,Harassment (Investigative Services)
17068,13074.39,CETA,Services,US,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Fittings and Specialties, Hose, Pipe and Tube - Repair"
17073,18984.0,NAFTA,Services,CA,0,0,2017,GAC,Yes,Yes,No,Yes,Yes,Informatics Professional Services
17074,14660.06,NAFTA,Goods,CA,0,0,2018,VAC,Yes,Yes,No,Yes,Yes,Office Furniture
17094,57011.33,WTO-AGP,Services,CA,0,0,2017,CRA,Yes,Yes,No,Yes,Yes,Informatics Professional Services
17095,34044.64,NAFTA,Services,CA,85,0,2018,CEO,Yes,Unknown,No,No,Yes,Publications
17103,16494.87,WTO-AGP,Goods,CA,0,0,2017,CBSA,Yes,Yes,No,Yes,Yes,Miscellaneous Office Machines
17112,14375.0,CFTA,Services,CA,87,0,2019,CSC,Unknown,Unknown,No,Yes,Yes,Commercial Security Guard and Related Services
17121,20340.0,NAFTA,Construction,CA,0,0,2018,DND,Yes,Yes,No,Yes,Yes,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services"
17160,24905.2,WTO-AGP,Services,CA,0,0,2018,StatCan,Yes,Yes,No,No,Yes,Communication Marketing Management
17174,132900.0,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,Yes,No,Yes,"Maintenance, Repair, Modification, Rebuilding & Installation of Equipment related to Ships"
17206,795848.62,WTO-AGP,Services,CA,0,0,2017,INFC,No,Yes,Yes,Yes,Yes,"Furniture, Office-Refinishing and Repair"
17217,20400.0,NAFTA,Goods,CA,20,0,2018,GAC,Yes,Unknown,No,Yes,Yes,Household Furniture
17231,24731.12,CFTA,Services,CA,0,0,2018,CSC,Unknown,Yes,No,Unknown,Yes,Services of Individuals - Except Consultants
17251,15569.79,CETA,Goods,CA,0,0,2018,CBSA,Yes,Yes,No,Yes,Yes,"Radio and Television Communications Equipment, Except Airborne"
17284,18650.09,NAFTA,Services,CA,0,0,2017,DND,Yes,Yes,No,Yes,Yes,Electrical Hardware and Supplies - Repair
17361,398890.0,NAFTA,Services,CA,0,0,2018,GAC,Yes,Yes,Yes,No,Yes,Relocation Services
17374,205993.0,NAFTA,Construction,CA,0,0,2017,CAS,Yes,Yes,No,Yes,Yes,Interior Fit-Up/Renovations
